,Year,Country,Region,city,AttackType,Killed,Wounded,Target,Summary,Group,Target_type,Weapon_type,Motive
30666,2011,Turkey,Middle East & North Africa,Silvan,Hostage Taking (Barricade Incident),0,0.0,Stone quarry machinery,"05/25/2011: On Wednesday, in Silvan village outside Diyarbakir, Turkey, suspected members of the Kurdistan Workers' Party (PKK) entered a stone quarry owned by the head of the local Justice and Development Party member Haci Nedim Kilicaslan. Once inside the quarry the militants captured the quarry operator and a security guard and secured them to a chair with electrical cables. The militants then went outside and set fire to four large machines in the quarry causing about $380,904 USD (600,000 TÃ¼rk lirasi) in damages. Militants then wrote pro-PKK slogans on the walls of the quarry and left the scene. No casualties were reported and no group claimed responsibility, although the PKK is thought to be responsible.",Kurdistan Workers' Party (PKK),Business,Incendiary,The specific motive for the attack is unknown.
30683,2011,Turkey,Middle East & North Africa,Istanbul,Bombing/Explosion,0,8.0,The bomb targeted citizens in the area.,"05/26/2011: On Thursday morning around 0900, under the Koc overpass in Etiler neighborhood, the Levent sub district of Istanbul, Turkey, a bicycle bomb detonated near a bus stop wounding eight people, including three women, four men and one police officer. The blast also damaged a public bus, a private vehicle and several nearby buildings. No other casualties were reported and no group claimed responsibility for the attack, but it is believed that the Kurdistan Workers Party (PKK) was responsible. One person has been arrested in connection with the attack.",Kurdistan Workers' Party (PKK),Private Citizens & Property,Explosives,The specific motive for the attack is unknown.
30686,2011,Turkey,Middle East & North Africa,Mersin,Bombing/Explosion,0,0.0,A political party office,"05/27/2011: On Friday early in the morning, in Mersin city, Mersin province, Turkey, unidentified militants threw an improvised explosive device (IED) into the Justice and Development party office. The IED exploded, damaging the building but causing no casualties. No group claimed responsibility for the attack.",Unknown,Government (General),Explosives,The specific motive for the attack is unknown.
30687,2011,Turkey,Middle East & North Africa,Cizre,Facility/Infrastructure Attack,0,3.0,A dormitory building,"05/27/2011: On Friday, on Idil Avenue in Cizre, Sirnak, Turkey, Turkey, about 30 Kurdistan Workers Party (PKK) supporters threw Molotov cocktails at the Ufuk High School Private Boys' Dormitory, catching the building on fire and injuring three children that were inside, as well as damaging the building. Before attacking the dormitory, 60 protesters also attempted to block traffic while riot police used water cannons and tear gas to disperse the crowd. Seven suspects have been arrested and one detained in connection with the attack. No group claimed responsibility for the attack, but the Kurdistan Workers Party was suspected.",Kurdistan Workers' Party (PKK),Educational Institution,Incendiary,The specific motive for the attack is unknown.
30739,2011,Turkey,Middle East & North Africa,Cizre district,Facility/Infrastructure Attack,0,0.0,The 13th century Red Madrassa,"06/01/2011: On Wednesday, in the Cizre sub district of Sirnak, Turkey, Turkey, a group of 100 Kurdistan Workers Party (PKK) members attacked the 13th century Red Madrassa with stones. The PKK members were attending a concert organized by the Peace and Democracy Party on a field near the building. Reports from the region said the attackers broke into the building and damaged the interior as well. All of the windows on the building were shattered in the attack, and no group has claimed responsibility.",Kurdistan Workers' Party (PKK),Religious Figures/Institutions,Melee,The specific motive for the attack is unknown.
30776,2011,Turkey,Middle East & North Africa,Diyarbakir,Facility/Infrastructure Attack,0,0.0,A dormitory at Imam-Hatip High School,"06/03/2011: On Friday night, in the Yenisehir District, Diyarbakir Province, Turkey, Kurdistan Workers' Party (PKK) supporters vandalized a dormitory at the Imam-Hatip High School. The individuals first shattered the windows with stones, and then attempted to enter the building, but were forced back by guards. The individuals hung flags of the Kurdistan Communities Union on the dormitory, just before throwing Molotov cocktails inside. One staff member at the dormitory was slightly injured in the attack. No other casualties were reported.",Kurdistan Workers' Party (PKK),Educational Institution,Incendiary,The specific motive for the attack is unknown.
30880,2011,Turkey,Middle East & North Africa,Sirnak,Bombing/Explosion,0,11.0,Civilians,"06/12/2011: On Sunday night around 2300, in Sirnak city, Sirnak province, Turkey, an improvised explosive device that was planted by unidentified militants detonated and wounded at least 11 civilians. The people were celebrating the victory of Kurdish candidates in the parliamentary election. The blast caused an unknown amount of property damage. No other casualties were reported and no group has claimed responsibility.",Unknown,Private Citizens & Property,Explosives,The specific motive for the attack is unknown.
31110,2011,Turkey,Middle East & North Africa,Genc,Armed Assault,1,2.0,A military convoy carrying construction supplies,"07/03/2011: On Sunday, near the town of Genc, in Bingol, Turkey, suspected Kurdistan Workers' Party (PKK) members opened fire on a convoy of trucks carrying construction supplies to a military outpost. One non-commissioned military officer was killed and a ranked soldier was wounded. A civilian driver was also wounded during the attack. It is unknown if the attack caused any property damage. The military launched an operation in an attempt to capture the militants presumed to be responsible. No group claimed responsibility, although the Kurdistan Workers' Party (PKK) is suspected.",Kurdistan Workers' Party (PKK),Military,Firearms,The specific motive for the attack is unknown.
31471,2011,Turkey,Middle East & North Africa,Hizan district,Assassination,1,1.0,The district governorÂs residence,"08/06/2011: On Saturday night around 2300, in the Hizan district, of the Bitlis Province, Turkey, militants fired upon the district governorÂs residence, killing one officer and wounding another. The victims were identified as Erdem Orhan and the deceased as Yasin Hobek; the district governor Mustafa Adil Tekeli was not injured in the attack. Officials reported that Kurdistan Workers' Party (PKK) militants used long range weapons and shoulder fired rockets to attack the residence. No damage was reported and no group claimed responsibility, although the PKK was suspected.",Kurdistan Workers' Party (PKK),Government (General),Firearms,The specific motive for the attack was political.
31493,2011,Turkey,Middle East & North Africa,Karliova,Facility/Infrastructure Attack,0,0.0,Construction machinery,"08/10/2011: On Wednesday, near Karliova, Bingol, Turkey, suspected members for the Kurdistan Workers' Party (PKK) stormed a construction site for a hydroelectric power plant. During the raid the group set fire to five construction machines and kidnapped three workers. The status of the hostages is unknown. No group claimed responsibility, although the PKK is suspected.",Kurdistan Workers' Party (PKK),Business,Incendiary,The specific motive for the attack is unknown.
31715,2011,Turkey,Middle East & North Africa,Kemer,Bombing/Explosion,0,15.0,Civilians,"08/28/2011: On Sunday morning at 1010, in Kemer, Antalya, Turkey, a bomb exploded on a beach wounding 15 people, including six Russians. No damages were reported and no group claimed responsibility for the attack.",Unknown,Private Citizens & Property,Explosives,The specific motive for the attack is unknown.
31748,2011,Turkey,Middle East & North Africa,Tunceli,Armed Assault,3,8.0,Off-duty policemen,"09/04/2011: On Sunday, in Tunceli, Turkey, four to five unidentified gunmen fired upon a group of policemen playing football. A senior police officer and his wife were killed while eight other officers were injured. One gunmen was killed as police returned fire. No group claimed responsibility, although the Kurdistan Workers' Party (PKK) is suspected.",Kurdistan Workers' Party (PKK),Police,Firearms,The specific motive for the attack was to intimidate Turkish law enforcement.
31795,2011,Turkey,Middle East & North Africa,Kasimli,Facility/Infrastructure Attack,0,0.0,Ten construction machines,"09/08/2011: On Thursday, in the Kasimli area of Sirvan sub district, Siirt, Turkey, unidentified assailants set fire to 10 construction machines. They also kidnapped eight construction workers and took them away to an unknown location. The attack caused an unknown amount of damage and no casualties. No group has claimed responsibility, although the Kurdistan Workers' Party (PKK) is suspected. The status of the hostages is unknown.",Kurdistan Workers' Party (PKK),Business,Incendiary,The specific motive for the attack is unknown.
31900,2011,Turkey,Middle East & North Africa,Ankara,Bombing/Explosion,5,15.0,The Cankaya local administrator's office,"09/20/2011: On Tuesday, in Ankara, Turkey, five people were killed and 15 others were injured when militants detonated a vehicle borne improvised explosive device in front of the Cankaya local administrator's office on Kumrular Street. At least six cars and one building were damaged in the attack. The Kurdistan Workers' Party (PKK) - Kurdistan Freedom Falcons (TAK) claimed responsibility for the attack on 09/22/2011 through an email sent to Firat News.",Kurdistan Workers' Party (PKK),Government (General),Explosives,The specific motive for the attack was to intimidate the Turkish government.
